venture_number,venture_id,venture_name,canonical_sector_id,canonical_sector_name,opco_id,executive_division,business_archetype,portfolio_horizon,development_stage,github_repo_url,live_front_door_url
100,FH-024,Juice Bar,SEC-013,Hospitality & Travel,OpCo-013,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/fh-024-juice-bar,https://worldwidebro.github.io/juice-bar/
101,FH-025,Ice Cream Shop,SEC-013,Hospitality & Travel,OpCo-013,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,validation,https://github.com/Worldwidebro/fh-025-ice-cream-shop,https://worldwidebro.github.io/ice-cream-shop/
102,FH-026,Gourmet Food Market,SEC-013,Hospitality & Travel,OpCo-013,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,validation,https://github.com/Worldwidebro/fh-026-gourmet-food-market,https://worldwidebro.github.io/gourmet-food-market/
103,FH-027,Food Delivery Platform,SEC-013,Hospitality & Travel,OpCo-013,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/fh-027-food-delivery-platform,https://worldwidebro.github.io/food-delivery-platform/
104,FH-028,Restaurant Management Saas,SEC-010,Food Service & Restaurants,OpCo-010,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/fh-028-restaurant-management-saas,https://worldwidebro.github.io/restaurant-management-saas/
105,FH-029,Food Quality Testing Lab,SEC-012,Healthcare & Biotechnology,OpCo-012,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/fh-029-food-quality-testing-lab,https://worldwidebro.github.io/food-quality-testing-lab/
106,FH-030,Organic Food Brand,SEC-013,Hospitality & Travel,OpCo-013,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/fh-030-organic-food-brand,https://worldwidebro.github.io/organic-food-brand/
107,FH-031,Vegan Food Company,SEC-013,Hospitality & Travel,OpCo-013,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/fh-031-vegan-food-company,https://worldwidebro.github.io/vegan-food-company/
108,FH-032,Keto Meal Service,SEC-013,Hospitality & Travel,OpCo-013,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/fh-032-keto-meal-service,https://worldwidebro.github.io/keto-meal-service/
109,FH-033,Food Photography Service,SEC-013,Hospitality & Travel,OpCo-013,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/fh-033-food-photography-service,https://worldwidebro.github.io/food-photography-service/
110,FH-034,Restaurant Consulting,SEC-010,Food Service & Restaurants,OpCo-010,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/fh-034-restaurant-consulting,https://worldwidebro.github.io/restaurant-consulting/
111,FH-035,Food Safety Training,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,validation,https://github.com/Worldwidebro/fh-035-food-safety-training,https://worldwidebro.github.io/food-safety-training/
112,FH-006,Gym,SEC-012,Healthcare & Biotechnology,OpCo-012,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,validation,https://github.com/Worldwidebro/fh-006-healthy-meal-prep-for-gyms,https://worldwidebro.github.io/gym/
113,FS-002,Boutique Fitness Studio,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/fs-002-boutique-fitness-studio,https://worldwidebro.github.io/boutique-fitness-studio/
114,FS-003,Personal Training Studio,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/fs-003-personal-training-studio,https://worldwidebro.github.io/personal-training-studio/
115,FS-004,Women Only Gym,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/fs-004-women-only-gym,https://worldwidebro.github.io/women-only-gym/
116,FS-005,Boxing Gym,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/fs-005-boxing-gym,https://worldwidebro.github.io/boxing-gym/
117,FS-006,Crossfit Gym,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/fs-006-crossfit-gym,https://worldwidebro.github.io/crossfit-gym/
118,FS-007,Luxury Fitness Club,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/fs-007-luxury-fitness-club,https://worldwidebro.github.io/luxury-fitness-club/
119,FS-008,Online Coaching,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,mvp,https://github.com/Worldwidebro/fs-008-online-coaching,https://worldwidebro.github.io/online-coaching/
120,FS-009,Personal Trainer Business,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,mvp,https://github.com/Worldwidebro/fs-009-personal-trainer-business,https://worldwidebro.github.io/personal-trainer-business/
121,FS-010,Transformation Program,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,mvp,https://github.com/Worldwidebro/fs-010-transformation-program,https://worldwidebro.github.io/transformation-program/
122,FS-011,Athlete Training Company,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,validation,https://github.com/Worldwidebro/fs-011-athlete-training-company,https://worldwidebro.github.io/athlete-training-company/
123,FS-012,Supplement Brand,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,mvp,https://github.com/Worldwidebro/fs-012-supplement-brand,https://worldwidebro.github.io/supplement-brand/
124,FS-013,Fitness Apparel,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,mvp,https://github.com/Worldwidebro/fs-013-fitness-apparel,https://worldwidebro.github.io/fitness-apparel/
125,FS-014,Workout Equipment Brand,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/fs-014-workout-equipment-brand,https://worldwidebro.github.io/workout-equipment-brand/
126,FS-015,Recovery Products,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,mvp,https://github.com/Worldwidebro/fs-015-recovery-products,https://worldwidebro.github.io/recovery-products/
127,FS-013,Fitness App,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,mvp,https://github.com/Worldwidebro/fs-013-fitness-apparel,https://worldwidebro.github.io/fitness-app/
128,FS-017,Ai Personal Trainer,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/fs-017-ai-personal-trainer,https://worldwidebro.github.io/ai-personal-trainer/
129,FS-018,Gym Management Software,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/fs-018-gym-management-software,https://worldwidebro.github.io/gym-management-software/
130,FS-019,Wearable Analytics Platform,SEC-003,Consumer Electronics & Hardware,OpCo-003,05. Technology,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/fs-019-wearable-analytics-platform,https://worldwidebro.github.io/wearable-analytics-platform/
131,FS-020,Yoga Studio,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/fs-020-yoga-studio,https://worldwidebro.github.io/yoga-studio/
132,FS-021,Pilates Studio,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/fs-021-pilates-studio,https://worldwidebro.github.io/pilates-studio/
133,FS-022,Dance Studio,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/fs-022-dance-studio,https://worldwidebro.github.io/dance-studio/
134,FS-023,Martial Arts Dojo,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/fs-023-martial-arts-dojo,https://worldwidebro.github.io/martial-arts-dojo/
135,FS-024,Sports Performance Center,SEC-014,Human Resources & Staffing,OpCo-014,04. People,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/fs-024-sports-performance-center,https://worldwidebro.github.io/sports-performance-center/
136,FS-025,Corporate Wellness Program,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/fs-025-corporate-wellness-program,https://worldwidebro.github.io/corporate-wellness-program/
137,LT-001,Truck Dispatch Company,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,validation,https://github.com/Worldwidebro/lt-001-truck-dispatch-company,https://worldwidebro.github.io/truck-dispatch-company/
138,LT-002,Freight Brokerage,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/lt-002-freight-brokerage,https://worldwidebro.github.io/freight-brokerage/
139,LT-003,Logistics Dispatch Service,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/lt-003-logistics-dispatch-service,https://worldwidebro.github.io/logistics-dispatch-service/
140,LT-004,Last Mile Delivery Dispatch,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/lt-004-last-mile-delivery-dispatch,https://worldwidebro.github.io/last-mile-delivery-dispatch/
141,LT-005,Medical Courier Dispatch,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H1: Tier-0 Cash Now (<= 48h),validation,https://github.com/Worldwidebro/lt-005-medical-courier-dispatch,https://healthroute-courier.vercel.app
142,LT-006,Amazon,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/lt-006-amazon,https://worldwidebro.github.io/amazon/
143,LT-007,Construction Dispatch,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,validation,https://github.com/Worldwidebro/lt-007-construction-dispatch,https://worldwidebro.github.io/construction-dispatch/
144,LT-008,Towing Dispatch,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/lt-008-towing-dispatch,https://worldwidebro.github.io/towing-dispatch/
145,LT-009,Hvac Technician Dispatch,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/lt-009-hvac-technician-dispatch,https://worldwidebro.github.io/hvac-technician-dispatch/
146,LT-010,Field Service Dispatch,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/lt-010-field-service-dispatch,https://worldwidebro.github.io/field-service-dispatch/
147,LT-011,Dispatch Software,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H1: Tier-0 Cash Now (<= 48h),planned,https://github.com/Worldwidebro/lt-011-dispatch-software,https://lt-011-dispatch-software.vercel.app
148,LT-012,Fleet Tracking Platform,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/lt-012-fleet-tracking-platform,https://worldwidebro.github.io/fleet-tracking-platform/
149,LT-013,Logistics Automation System,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/lt-013-logistics-automation-system,https://worldwidebro.github.io/logistics-automation-system/
150,LT-014,Ai Route Optimization,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/lt-014-ai-route-optimization,https://worldwidebro.github.io/ai-route-optimization/
151,LT-015,Driver Management Platform,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/lt-015-driver-management-platform,https://worldwidebro.github.io/driver-management-platform/
152,LT-016,Trucking Company,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/lt-016-trucking-company,https://worldwidebro.github.io/trucking-company/
153,LT-017,Courier Service,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,mvp,https://github.com/Worldwidebro/lt-017-courier-service,https://worldwidebro.github.io/courier-service/
154,LT-018,Local Delivery Company,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,mvp,https://github.com/Worldwidebro/lt-018-local-delivery-company,https://worldwidebro.github.io/local-delivery-company/
155,LT-019,Moving Company,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/lt-019-moving-company,https://worldwidebro.github.io/moving-company/
156,LT-020,Freight Company,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/lt-020-freight-company,https://worldwidebro.github.io/freight-company/
157,LT-021,Warehouse Company,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/lt-021-warehouse-company,https://worldwidebro.github.io/warehouse-company/
158,LT-022,Fulfillment Center,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,mvp,https://github.com/Worldwidebro/lt-022-fulfillment-center,https://worldwidebro.github.io/fulfillment-center/
159,LT-023,Storage Business,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/lt-023-storage-business,https://worldwidebro.github.io/storage-business/
160,LT-024,Distribution Company,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,validation,https://github.com/Worldwidebro/lt-024-distribution-company,https://worldwidebro.github.io/distribution-company/
161,LT-025,Logistics Marketplace,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/lt-025-logistics-marketplace,https://worldwidebro.github.io/logistics-marketplace/
